power;296,35;;;;
test;295,74;;;;
visit;295,35;;;;
center;294,86;;;;
grow;294,29;;;;
nothing;293,78;;;;
return;293,77;;;;
mother;293,17;;;;
walk;290,69;;;;
matter;290,24;;;;
mind;289,58;;;;
value;289,15;;;;
office;287,84;;;;
record;287,49;;;;
stay;286,50;;;;
force;286,15;;;;
stop;284,80;;;;
several;284,59;;;;
light;283,72;;;;
develop;282,41;;;;
remember;282,07;;;;
bit;281,50;;;;
share;280,51;;;;
real;279,58;;;;
answer;279,04;;;;
sit;278,17;;;;
figure;277,61;;;;
letter;277,02;;;;
decide;276,16;;;;
language;274,99;;;;
subject;272,54;;;;
class;272,15;;;;
development;270,01;;;;
town;269,49;;;;
half;268,71;;;;
minute;267,90;;;;
food;267,87;;;;
break;267,70;;;;
clear;266,16;;;;
future;265,64;;;;
either;265,61;;;;
ago;265,23;;;;
per;265,22;;;;
remain;265,21;;;;
top;264,98;;;;
among;264,77;;;;
win;263,91;;;;
color;263,28;;;;
involve;260,43;;;;
reach;260,22;;;;
social;260,08;;;;
period;258,72;;;;
across;258,24;;;;
note;258,14;;;;
history;258,01;;;;
create;257,93;;;;
drive;257,83;;;;
along;257,31;;;;
type;256,51;;;;
sound;256,08;;;;
eye;255,52;;;;
music;255,50;;;;
game;255,33;;;;
political;254,91;;;;
free;254,56;;;;
receive;254,22;;;;
moment;253,82;;;;
sale;253,55;;;;
policy;253,33;;;;
six;252,91;;;;
further;250,72;;;;
body;250,22;;;;
require;249,41;;;;
wait;249,06;;;;
general;248,44;;;;
appear;248,31;;;;
toward;248,23;;;;
team;248,21;;;;
easy;248,18;;;;
individual;248,13;;;;
full;248,03;;;;
black;247,84;;;;
sense;246,69;;;;
perhaps;246,29;;;;
add;244,85;;;;
rule;244,53;;;;
pass;243,32;;;;
produce;243,18;;;;
sell;243,03;;;;
short;240,59;;;;
agree;240,49;;;;
law;239,28;;;;
everything;238,17;;;;
research;236,99;;;;
cover;236,07;;;;
paper;235,97;;;;
position;235,74;;;;
near;235,55;;;;
human;235,43;;;;
computer;235,32;;;;
situation;234,67;;;;
staff;234,38;;;;
activity;233,51;;;;
film;232,46;;;;
morning;231,57;;;;
war;230,89;;;;
account;230,68;;;;
shop;229,98;;;;
major;228,75;;;;
someone;228,20;;;;
above;227,99;;;;
design;227,84;;;;
event;227,74;;;;
special;227,57;;;;
sometimes;227,37;;;;
condition;225,94;;;;
carry;225,80;;;;
choose;225,36;;;;
father;224,59;;;;
decision;224,26;;;;
table;223,87;;;;
certain;223,32;;;;
forward;223,07;;;;
main;222,75;;;;
die;222,41;;;;
bear;221,55;;;;
cut;221,39;;;;
describe;220,47;;;;
himself;219,89;;;;
available;219,82;;;;
especially;219,82;;;;
strong;217,74;;;;
rise;217,62;;;;
girl;217,36;;;;
maybe;217,18;;;;
community;217,07;;;;
else;215,62;;;;
particular;215,48;;;;
role;215,18;;;;
join;215,04;;;;
difficult;214,71;;;;
please;212,83;;;;
detail;212,81;;;;
difference;212,09;;;;
action;209,59;;;;
health;209,18;;;;
eat;208,64;;;;
step;207,76;;;;
true;207,57;;;;
phone;207,15;;;;
themselves;207,04;;;;
draw;206,73;;;;
white;206,10;;;;
date;205,35;;;;
practice;205,29;;;;
model;205,04;;;;
raise;204,52;;;;
customer;204,50;;;;
front;202,59;;;;
explain;202,18;;;;
door;201,94;;;;
outside;200,43;;;;
behind;199,81;;;;
economic;199,03;;;;
site;198,83;;;;
approach;198,54;;;;
teacher;198,52;;;;
land;196,58;;;;
charge;196,57;;;;
finally;196,51;;;;
sign;196,50;;;;
claim;196,42;;;;
relationship;196,28;;;;
travel;195,48;;;;
enjoy;194,66;;;;
death;194,42;;;;
nice;193,31;;;;
amount;193,28;;;;
improve;191,94;;;;
picture;191,90;;;;
boy;191,65;;;;
regard;191,48;;;;
organization;191,48;;;;
happy;191,00;;;;
couple;190,99;;;;
act;190,36;;;;
range;189,93;;;;
quality;189,77;;;;
project;189,76;;;;
round;189,30;;;;
opportunity;188,87;;;;
road;188,84;;;;
accord;187,98;;;;
list;187,45;;;;
wish;187,31;;;;
therefore;187,06;;;;
wear;186,84;;;;
fund;186,74;;;;
rest;186,45;;;;
kid;186,04;;;;
industry;185,45;;;;
education;185,13;;;;
measure;184,91;;;;
kill;183,94;;;;
serve;183,52;;;;
likely;182,72;;;;
certainly;181,65;;;;
national;181,29;;;;
itself;180,85;;;;
teach;180,73;;;;
field;180,61;;;;
security;179,53;;;;
air;179,05;;;;
benefit;179,04;;;;
trade;178,55;;;;
risk;178,54;;;;
news;178,33;;;;
standard;177,95;;;;
vote;177,35;;;;
percent;177,28;;;;
focus;176,91;;;;
stage;176,72;;;;
space;176,35;;;;
instead;176,20;;;;
realize;176,00;;;;
usually;175,21;;;;
data;174,50;;;;
single;174,16;;;;
address;172,67;;;;
performance;172,19;;;;
chance;172,11;;;;
accept;172,00;;;;
society;171,87;;;;
technology;171,87;;;;
mention;171,84;;;;
choice;171,05;;;;
save;170,88;;;;
common;170,50;;;;
culture;169,58;;;;
total;169,18;;;;
demand;168,70;;;;
hundred;168,57;;;;
material;168,43;;;;
limit;168,05;;;;
listen;168,01;;;;
due;167,24;;;;
wrong;167,06;;;;
foot;166,60;;;;
effort;166,58;;;;
attention;166,34;;;;
upon;166,17;;;;
check;166,09;;;;
complete;166,06;;;;
lie;165,67;;;;
pick;165,57;;;;
reduce;165,47;;;;
personal;165,42;;;;
ground;165,15;;;;
animal;164,84;;;;
arrive;164,78;;;;
patient;164,70;;;;
ten;164,12;;;;
current;164,05;;;;
century;163,49;;;;
evidence;163,35;;;;
exist;163,13;;;;
similar;163,11;;;;
fight;163,09;;;;
leader;163,04;;;;
fine;162,41;;;;
street;162,38;;;;
former;162,36;;;;
contact;161,77;;;;
particularly;161,63;;;;
wife;160,84;;;;
sport;160,55;;;;
prepare;159,94;;;;
discuss;159,61;;;;
response;159,48;;;;
voice;159,33;;;;
piece;159,03;;;;
finish;158,47;;;;
suppose;157,48;;;;
apply;157,47;;;;
president;157,38;;;;
fire;157,07;;;;
compare;156,75;;;;
court;156,16;;;;
police;156,13;;;;
store;155,74;;;;
poor;155,53;;;;
knowledge;155,41;;;;
laugh;155,16;;;;
arm;155,04;;;;
heart;154,88;;;;
source;154,78;;;;
employee;154,45;;;;
manage;153,70;;;;
simply;153,47;;;;
bank;153,18;;;;
firm;152,81;;;;
cell;152,69;;;;
article;151,85;;;;
fast;151,32;;;;
attack;150,86;;;;
foreign;150,85;;;;
surprise;150,82;;;;
feature;150,46;;;;
factor;150,27;;;;
pretty;149,93;;;;
recently;149,88;;;;
affect;149,82;;;;
drop;149,72;;;;
recent;149,31;;;;
relate;149,21;;;;
official;149,06;;;;
financial;148,96;;;;
miss;148,65;;;;
art;148,61;;;;
campaign;148,37;;;;
private;148,36;;;;
thousand;147,94;;;;
pause;147,76;;;;
everyone;147,69;;;;
forget;147,25;;;;
page;147,23;;;;
worry;147,19;;;;
summer;146,89;;;;
drink;146,71;;;;
opinion;146,60;;;;
park;146,36;;;;
represent;146,02;;;;
key;145,94;;;;
inside;145,26;;;;
manager;144,67;;;;
international;144,31;;;;
seven;144,18;;;;
contain;143,85;;;;
eight;143,66;;;;
notice;143,29;;;;
wonder;143,20;;;;
nature;142,76;;;;
structure;142,74;;;;
section;142,47;;;;
myself;142,19;;;;
exactly;141,91;;;;
plant;141,76;;;;
paint;141,57;;;;
worker;141,28;;;;
press;141,26;;;;
whatever;141,23;;;;
necessary;141,09;;;;
region;140,71;;;;
growth;139,99;;;;
evening;139,94;;;;
influence;139,90;;;;
respect;139,84;;;;
various;139,80;;;;
catch;139,61;;;;
thus;139,08;;;;
skill;138,97;;;;
attempt;138,75;;;;
son;138,63;;;;
simple;138,50;;;;
medium;138,46;;;;
average;138,23;;;;
stock;137,99;;;;
management;137,82;;;;
character;137,53;;;;
authority;137,52;;;;
bed;137,32;;;;
hit;137,30;;;;
establish;137,14;;;;
indeed;136,76;;;;
final;136,72;;;;
economy;136,56;;;;
fit;136,51;;;;
guy;135,76;;;;
function;135,46;;;;
yesterday;135,44;;;;
image;135,19;;;;
size;134,98;;;;
behavior;134,95;;;;
addition;134,87;;;;
determine;134,46;;;;
station;134,31;;;;
population;134,26;;;;
fail;134,01;;;;
environment;133,87;;;;
production;133,50;;;;
contract;132,96;;;;
player;132,33;;;;
comment;132,32;;;;
enter;131,98;;;;
occur;131,78;;;;
alone;131,72;;;;
significant;131,36;;;;
drug;131,17;;;;
wall;131,04;;;;
series;131,00;;;;
direct;130,64;;;;
success;130,22;;;;
tomorrow;130,01;;;;
director;129,74;;;;
clearly;129,59;;;;
lack;129,44;;;;
review;129,33;;;;
depend;128,93;;;;
race;128,82;;;;
recognize;128,73;;;;
window;128,71;;;;
purpose;128,47;;;;
department;128,45;;;;
gain;128,11;;;;
tree;128,09;;;;
college;127,95;;;;
argue;127,91;;;;
board;127,59;;;;
holiday;127,26;;;;
mark;127,22;;;;
church;126,59;;;;
machine;126,50;;;;
achieve;126,41;;;;
item;126,40;;;;
prove;126,39;;;;
cent;126,38;;;;
season;126,29;;;;
floor;126,29;;;;
stuff;126,26;;;;
wide;126,16;;;;
anyone;126,14;;;;
method;126,14;;;;
analysis;125,94;;;;
election;125,73;;;;
military;125,72;;;;
hotel;125,66;;;;
club;125,59;;;;
below;125,58;;;;
movie;125,58;;;;
doctor;125,40;;;;
discussion;125,39;;;;
sorry;125,24;;;;
challenge;125,24;;;;
nation;124,84;;;;
nearly;124,69;;;;
statement;124,58;;;;
link;124,41;;;;
despite;124,28;;;;
introduce;124,28;;;;
advantage;124,14;;;;
ready;124,13;;;;
marry;123,77;;;;
strike;123,76;;;;
mile;123,59;;;;
seek;123,45;;;;
ability;123,15;;;;
unit;123,00;;;;
publish;123,00;;;;
card;122,61;;;;
hospital;122,55;;;;
quickly;122,03;;;;
interview;122,01;;;;
agreement;121,75;;;;
release;121,70;;;;
tax;121,62;;;;
solution;121,60;;;;
capital;121,03;;;;
popular;120,82;;;;
specific;120,77;;;;
beautiful;120,67;;;;
fear;120,56;;;;
aim;120,56;;;;
television;120,44;;;;
serious;120,37;;;;
target;120,12;;;;
degree;119,66;;;;
pull;119,54;;;;
red;119,40;;;;
husband;119,35;;;;
access;119,31;;;;
movement;118,89;;;;
treat;118,59;;;;
identify;118,23;;;;
loss;117,98;;;;
shall;117,93;;;;
modern;117,46;;;;
pressure;117,39;;;;
bus;117,34;;;;
treatment;117,28;;;;
conference;117,04;;;;
yourself;116,67;;;;
supply;116,33;;;;
village;116,04;;;;
worth;115,99;;;;
natural;115,94;;;;
express;115,85;;;;
indicate;115,84;;;;
attend;115,73;;;;
brother;115,67;;;;
investment;115,59;;;;
aspect;115,54;;;;
score;115,45;;;;
organize;115,32;;;;
trip;115,28;;;;
beyond;115,22;;;;
sleep;115,21;;;;
fish;114,89;;;;
promise;114,84;;;;
potential;114,67;;;;
energy;114,66;;;;
trouble;114,55;;;;
relation;114,23;;;;
touch;113,76;;;;
file;113,69;;;;
middle;113,67;;;;
bar;113,60;;;;
suffer;113,43;;;;
strategy;113,41;;;;
deep;113,34;;;;
except;113,29;;;;
clean;113,21;;;;
tend;113,16;;;;
advance;113,15;;;;
fill;113,11;;;;
star;112,64;;;;
network;112,30;;;;
generally;112,25;;;;
operation;112,05;;;;
match;111,46;;;;
avoid;111,30;;;;
seat;111,04;;;;
throw;110,92;;;;
task;110,64;;;;
normal;110,43;;;;
goal;110,25;;;;
client;110,18;;;;
associate;110,14;;;;
blue;109,88;;;;
positive;109,62;;;;
option;109,58;;;;
box;109,46;;;;
huge;109,40;;;;
message;109,37;;;;
instance;109,18;;;;
style;109,10;;;;
refer;109,00;;;;
cold;108,74;;;;
push;108,68;;;;
quarter;108,64;;;;
assume;108,18;;;;
baby;107,88;;;;
successful;107,74;;;;
sing;107,69;;;;
doubt;107,53;;;;
competition;107,53;;;;
theory;107,52;;;;
propose;107,46;;;;
reference;107,20;;;;
argument;107,19;;;;
adult;107,12;;;;
fly;107,11;;;;
impact;107,03;;;;
document;106,94;;;;
pattern;106,83;;;;
application;106,71;;;;
hot;106,59;;;;
obviously;106,57;;;;
unclear;106,48;;;;
bill;106,33;;;;
search;106,21;;;;
separate;106,08;;;;
central;106,07;;;;
career;105,96;;;;
anyway;105,95;;;;
speech;105,78;;;;
dog;105,77;;;;
officer;105,72;;;;
throughout;105,59;;;;
oil;105,24;;;;
dress;104,98;;;;
profit;104,89;;;;
guess;104,66;;;;
fun;104,63;;;;
protect;104,63;;;;
resource;104,52;;;;
science;104,43;;;;
disease;104,37;;;;
balance;104,25;;;;
damage;104,16;;;;
basis;104,13;;;;
author;104,01;;;;
basic;103,97;;;;
encourage;103,85;;;;
hair;103,60;;;;
male;103,50;;;;
operate;103,39;;;;
reflect;103,35;;;;
exercise;103,08;;;;
useful;102,90;;;;
restaurant;102,88;;;;
income;102,86;;;;
property;102,81;;;;
previous;102,76;;;;
dark;102,64;;;;
imagine;102,45;;;;
okay;102,23;;;;
earn;102,15;;;;
daughter;102,04;;;;
post;101,86;;;;
newspaper;101,54;;;;
define;101,29;;;;
conclusion;101,26;;;;
clock;101,18;;;;
everybody;101,11;;;;
weekend;100,97;;;;
perform;100,95;;;;
professional;100,95;;;;
mine;100,87;;;;
debate;100,72;;;;
memory;100,70;;;;
green;100,58;;;;
song;100,52;;;;
object;100,00;;;;
maintain;99,97;;;;
credit;99,79;;;;
ring;99,71;;;;
discover;99,41;;;;
dead;99,18;;;;
afternoon;99,17;;;;
prefer;99,02;;;;
extend;98,92;;;;
possibility;98,81;;;;
direction;98,67;;;;
facility;98,54;;;;
variety;98,17;;;;
daily;97,89;;;;
clothes;97,85;;;;
screen;97,63;;;;
track;97,60;;;;
dance;97,45;;;;
completely;97,45;;;;
nine;97,43;;;;
female;97,28;;;;
responsibility;97,21;;;;
original;96,48;;;;
sister;96,44;;;;
rock;96,37;;;;
dream;96,35;;;;
nor;96,03;;;;
university;95,92;;;;
easily;95,68;;;;
agency;95,62;;;;
dollar;95,54;;;;
garden;95,38;;;;
fix;95,33;;;;
ahead;94,99;;;;
cross;94,99;;;;
yeah;94,95;;;;
candidate;94,29;;;;
weight;94,17;;;;
legal;93,82;;;;
proposal;93,62;;;;
version;93,56;;;;
conversation;93,44;;;;
somebody;93,41;;;;
pound;93,10;;;;
magazine;93,08;;;;
shape;93,01;;;;
sea;92,91;;;;
immediately;92,76;;;;
welcome;92,75;;;;
smile;92,75;;;;
communication;92,73;;;;
agent;92,29;;;;
traditional;92,28;;;;
replace;92,15;;;;
judge;92,03;;;;
herself;91,85;;;;
suddenly;91,81;;;;
generation;91,79;;;;
estimate;91,76;;;;
favorite;91,67;;;;
difficulty;91,61;;;;
purchase;91,46;;;;
shoot;91,30;;;;
announce;91,26;;;;
unless;91,25;;;;
independent;91,07;;;;
recommend;90,86;;;;
survey;90,82;;;;
majority;90,80;;;;
stick;90,53;;;;
request;90,30;;;;
billion;90,11;;;;
rich;90,00;;;;
wind;89,88;;;;
none;89,72;;;;
exchange;89,57;;;;
budget;89,40;;;;
famous;89,40;;;;
blood;89,29;;;;
appropriate;89,28;;;;
block;89,27;;;;
warm;89,16;;;;
count;89,08;;;;
scene;89,04;;;;
writer;89,01;;;;
content;88,87;;;;
prevent;88,75;;;;
safe;88,56;;;;
invite;88,44;;;;
mix;88,41;;;;
element;88,06;;;;
effective;88,04;;;;
correct;88,04;;;;
medical;87,71;;;;
admit;87,51;;;;
beat;87,43;;;;
telephone;87,42;;;;
copy;87,32;;;;
committee;87,19;;;;
aware;87,17;;;;
advice;87,10;;;;
handle;86,93;;;;
obtain;86,92;;;;
glass;86,87;;;;
trial;86,79;;;;
stress;86,77;;;;
radio;86,42;;;;
administration;86,24;;;;
complex;86,21;;;;
text;86,08;;;;
context;86,04;;;;
ride;85,96;;;;
directly;85,89;;;;
heavy;85,85;;;;
remove;85,75;;;;
conduct;85,74;;;;
equipment;85,73;;;;
otherwise;85,71;;;;
title;85,52;;;;
extra;85,41;;;;
executive;85,39;;;;
chair;85,23;;;;
expensive;85,22;;;;
sample;85,12;;;;
sex;85,08;;;;
deliver;84,99;;;;
video;84,92;;;;
connection;84,85;;;;
primary;84,76;;;;
weather;84,60;;;;
collect;84,46;;;;
inform;84,23;;;;
principle;84,22;;;;
straight;84,03;;;;
appeal;84,01;;;;
highly;83,91;;;;
trust;83,89;;;;
twenty;83,85;;;;
wonderful;83,85;;;;
flat;83,75;;;;
absolutely;83,61;;;;
flow;83,57;;;;
fair;83,53;;;;
additional;83,39;;;;
responsible;83,30;;;;
farm;83,25;;;;
collection;83,18;;;;
hang;82,90;;;;
negative;82,88;;;;
band;82,79;;;;
relative;82,63;;;;
tour;82,60;;;;
alternative;82,58;;;;
software;82,57;;;;
pair;82,37;;;;
ship;82,33;;;;
attitude;82,05;;;;
cheap;81,98;;;;
double;81,96;;;;
leg;81,93;;;;
observe;81,86;;;;
sentence;81,76;;;;
print;81,68;;;;
progress;81,65;;;;
truth;81,55;;;;
nobody;81,51;;;;
examine;81,33;;;;
lay;81,32;;;;
speed;81,19;;;;
politics;81,15;;;;
reply;80,94;;;;
display;80,90;;;;
transfer;80,86;;;;
perfect;80,77;;;;
slightly;80,67;;;;
overall;80,65;;;;
intend;80,49;;;;
user;80,42;;;;
respond;80,40;;;;
dinner;80,17;;;;
slow;80,14;;;;
regular;80,13;;;;
physical;80,09;;;;
apart;79,86;;;;
suit;79,71;;;;
federal;79,66;;;;
reveal;79,66;;;;
percentage;79,39;;;;
peace;79,27;;;;
status;79,21;;;;
crime;78,99;;;;
decline;78,95;;;;
decade;78,86;;;;
launch;78,86;;;;
warn;78,73;;;;
consumer;78,71;;;;
favor;78,70;;;;
dry;78,50;;;;
partner;78,46;;;;
institution;78,46;;;;
spot;78,32;;;;
horse;78,32;;;;
eventually;78,22;;;;
heat;78,10;;;;
excite;78,00;;;;
reader;77,92;;;;
importance;77,73;;;;
distance;77,67;;;;
guide;77,63;;;;
grant;77,63;;;;
taxi;77,50;;;;
feed;77,43;;;;
pain;77,39;;;;
repertoire;77,10;;;;
sector;77,06;;;;
mistake;77,04;;;;
ensure;76,98;;;;
satisfy;76,80;;;;
chief;76,80;;;;
cool;76,69;;;;
expert;76,59;;;;
wave;76,55;;;;
south;76,52;;;;
labor;76,43;;;;
surface;76,38;;;;
library;76,13;;;;
excellent;76,10;;;;
edge;76,08;;;;
camp;75,97;;;;
audience;75,89;;;;
lift;75,85;;;;
procedure;75,67;;;;
email;75,62;;;;
global;75,61;;;;
struggle;75,60;;;;
advertise;75,27;;;;
select;75,15;;;;
surround;75,07;;;;
extent;74,82;;;;
river;74,70;;;;
annual;74,67;;;;
fully;74,56;;;;
contrast;74,51;;;;
roll;74,23;;;;
reality;74,23;;;;
distribution;74,22;;;;
photograph;74,12;;;;
artist;74,02;;;;
conflict;74,01;;;;
entire;73,98;;;;
presence;73,98;;;;
crowd;73,94;;;;
corner;73,93;;;;
gas;73,92;;;;
shift;73,85;;;;
net;73,84;;;;
category;73,84;;;;
secretary;73,83;;;;
defense;73,72;;;;
quick;73,66;;;;
cook;73,55;;;;
spread;73,49;;;;
nuclear;73,43;;;;
scale;73,41;;;;
driver;73,37;;;;
ball;73,26;;;;
cry;73,05;;;;
introduction;73,02;;;;
requirement;72,88;;;;
north;72,79;;;;
confirm;72,78;;;;
senior;72,46;;;;
photo;72,33;;;;
refuse;72,29;;;;
transport;72,08;;;;
emerge;72,06;;;;
map;72,06;;;;
concept;72,03;;;;
island;71,96;;;;
reform;71,91;;;;
neither;71,87;;;;
football;71,76;;;;
survive;71,74;;;;
flight;71,64;;;;
left;71,61;;;;
solve;71,52;;;;
neighbor;71,52;;;;
background;71,45;;;;
technique;71,43;;;;
traffic;71,41;;;;
improvement;71,25;;;;
tool;71,17;;;;
consequence;71,17;;;;
circumstance;71,17;;;;
smoke;71,14;;;;
reaction;71,11;;;;
rain;71,06;;;;
busy;71,03;;;;
lesson;70,92;;;;
brain;70,78;;;;
mass;70,72;;;;
funny;70,63;;;;
contribute;70,58;;;;
failure;70,56;;;;
schedule;70,53;;;;
speaker;70,44;;;;
bottom;70,36;;;;
adopt;70,31;;;;
combine;70,30;;;;
mountain;70,17;;;;
waste;70,13;;;;
hide;70,06;;;;
marriage;70,03;;;;
ticket;70,03;;;;
meal;69,96;;;;
colleague;69,94;;;;
bag;69,91;;;;
repeat;69,84;;;;
equal;69,71;;;;
expression;69,59;;;;
plus;69,59;;;;
extremely;69,59;;;;
owner;69,53;;;;
plane;69,43;;;;
